schedule_id,publish_date,publish_at,production_not_before,review_by,status,priority,format,type,template,hero,cast_id,working_title,topic,search_query,minutes,seed,event,expires_at,source_ids,evidence,readiness,llm_calls_max,existing_queue_id,existing_slug,source_schedule_ids,fallback,notes,publication_status,uploaded_at,release_url
dd-2026-12-13,2026-12-13,2026-12-13T18:00:00+05:30,2026-12-12T03:30:00Z,2026-12-09,planned,50,compilation,,,,,Sunny Meadow: Cozy Learning Together — 2026-12-13,,,17,20261213,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-12-09"",""dd-2026-12-10"",""dd-2026-12-11""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-12-14,2026-12-14,2026-12-14T18:00:00+05:30,2026-12-13T03:30:00Z,2026-12-10,planned,50,template,rhyme,counting,owl,ozzy,Count With Professor Ozzy!,,counting 1 to 10 song for toddlers,5.5,20261214,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-12-15,2026-12-15,2026-12-15T18:00:00+05:30,2026-12-14T03:30:00Z,2026-12-11,planned,80,story,story,,bunny,taffy,Taffy and the Mixed-Up Christmas Cards,"Taffy mixes up cards for the five friends. Ozzy helps her notice one clue at a time and fix the mistake without blame. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",christmas story for preschool,5.5,20261215,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""quality""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-12-16,2026-12-16,2026-12-16T18:00:00+05:30,2026-12-15T03:30:00Z,2026-12-12,planned,50,template,rhyme,shapes,turtle,tilly,Shapes With Grandpa Tilly!,,shapes song for kids,5.5,20261216,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-12-17,2026-12-17,2026-12-17T18:00:00+05:30,2026-12-16T03:30:00Z,2026-12-13,planned,50,template,rhyme,actions,fox,fiona,Move With Fiona!,,movement song for preschool,5.5,20261217,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-12-18,2026-12-18,2026-12-18T18:00:00+05:30,2026-12-17T03:30:00Z,2026-12-14,planned,80,story,story,,owl,ozzy,Ozzy Makes Christmas Room for Everyone,"Ozzy asks how each friend would like to join a Christmas gathering. The friends choose singing, listening, or a quiet wave. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",christmas story for preschool,5.5,20261218,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""quality""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-12-19,2026-12-19,2026-12-19T18:00:00+05:30,2026-12-18T03:30:00Z,2026-12-15,planned,40,flex,,,bear,ben,Ben's Little Christmas Kindness — trend-review candidate,,christmas kindness story for preschool,5.5,20261219,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Original story using at most one free script call; festive visual review. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
dd-2026-12-20,2026-12-20,2026-12-20T18:00:00+05:30,2026-12-19T03:30:00Z,2026-12-16,planned,50,compilation,,,,,Sunny Meadow: Cozy Learning Together — 2026-12-20,,,17,20261220,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-12-16"",""dd-2026-12-17"",""dd-2026-12-18""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-12-21,2026-12-21,2026-12-21T18:00:00+05:30,2026-12-20T03:30:00Z,2026-12-17,planned,50,template,rhyme,lullaby,duck,daisy,"Goodnight, Daisy",,gentle bedtime song for toddlers,5.5,20261221,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Review that Director pacing remains calm; do not promise improved sleep.,planned,,
dd-2026-12-22,2026-12-22,2026-12-22T18:00:00+05:30,2026-12-21T03:30:00Z,2026-12-18,planned,80,story,story,,bear,ben,Ben Discovers the Best Part of Christmas,"Ben spends so long preparing that he misses his friends. Daisy reminds him to pause and enjoy being together. A complete small problem and resolution. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",christmas story for preschool,5.5,20261222,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""quality""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-12-23,2026-12-23,2026-12-23T18:00:00+05:30,2026-12-22T03:30:00Z,2026-12-19,planned,50,template,rhyme,body-parts,bear,ben,Body Parts With Ben!,,body parts song for kids,5.5,20261223,,,"[""learning"",""catalog""]",established_format,editorial_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Check plural grammar and anatomy against the selected animal.,planned,,
dd-2026-12-24,2026-12-24,2026-12-24T18:00:00+05:30,2026-12-23T03:30:00Z,2026-12-20,planned,50,template,rhyme,animal-sounds,turtle,tilly,Animal Sounds With Grandpa Tilly!,,animal sounds for toddlers,5.5,20261224,,,"[""learning"",""catalog""]",established_format,editorial_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip. Check chorus sound labels against the six-cast lesson; do not imply every named sound has an on-screen animal.,planned,,
dd-2026-12-25,2026-12-25,2026-12-25T18:00:00+05:30,2026-12-24T03:30:00Z,2026-12-21,planned,80,story,story,,duck,daisy,Daisy's Christmas Thank You,"Daisy thanks each friend for a small kindness, then shares a gentle Christmas goodbye. An event-day companion to the earlier releases. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",christmas story for preschool,5.5,20261225,Christmas,2026-12-25T23:59:59+05:30,"[""christmas"",""gratitude""]",seasonal_hypothesis,free_llm_and_visual_review,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads. Verify cultural framing and required decorative visuals before dispatch. Keep hero selection separate from holiday figures.,planned,,
dd-2026-12-26,2026-12-26,2026-12-26T18:00:00+05:30,2026-12-25T03:30:00Z,2026-12-22,planned,40,flex,,,turtle,tilly,Grandpa Tilly's Bedtime Steps — trend-review candidate,,bedtime routine for toddlers,5.5,20261226,,,"[""routines"",""live_trends""]",unconfirmed_candidate,evidence_and_implementation_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Original routine template with three accurate visual steps. Recheck search evidence 72 hours before production. This is a reserved slot, not an executable queue row. At most one script call if resolved to a story; zero for a deterministic template.",planned,,
dd-2026-12-27,2026-12-27,2026-12-27T18:00:00+05:30,2026-12-26T03:30:00Z,2026-12-23,planned,50,compilation,,,,,Sunny Meadow: Cozy Learning Together — 2026-12-27,,,17,20261227,,,"[""learning""]",editorial_hypothesis,released_sources_required,0,,,"[""dd-2026-12-21"",""dd-2026-12-23"",""dd-2026-12-24""]",Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,"Use three actually finished and reviewed source episodes; do not regenerate them. Confirm topic coherence and replace the working title with an accurate contents title. Route to compile.yml, not make-video.yml. Hold if sources are missing or the combination duplicates a prior compilation.",planned,,
dd-2026-12-28,2026-12-28,2026-12-28T18:00:00+05:30,2026-12-27T03:30:00Z,2026-12-24,planned,50,template,rhyme,colors,bunny,taffy,Colors With Taffy!,,colors song for toddlers,5.5,20261228,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-12-29,2026-12-29,2026-12-29T18:00:00+05:30,2026-12-28T03:30:00Z,2026-12-25,planned,80,story,story,,fox,fiona,Fiona Tries One Small New Thing,"For New Year, Fiona chooses one small skill to practise and learns that trying again matters more than being fastest. Finish with a daytime celebration; no midnight wake-up challenge. Use only Taffy, Ben, Daisy, Fiona, Grandpa Tilly and Professor Ozzy. Use existing backgrounds where suitable; run Director after generation. Target 5–6 minutes.",new year story for preschool,5.5,20261229,New Year,2027-01-03T23:59:59+05:30,"[""quality"",""us_dates""]",seasonal_hypothesis,free_llm_required,1,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,One publishing slot per day; human reviews and uploads.,planned,,
dd-2026-12-30,2026-12-30,2026-12-30T18:00:00+05:30,2026-12-29T03:30:00Z,2026-12-26,planned,50,template,rhyme,opposites,owl,ozzy,Opposites With Professor Ozzy!,,opposites for kids,5.5,20261230,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
dd-2026-12-31,2026-12-31,2026-12-31T18:00:00+05:30,2026-12-30T03:30:00Z,2026-12-27,planned,50,template,rhyme,counting,bunny,taffy,Count With Taffy!,,counting 1 to 10 song for toddlers,5.5,20261231,,,"[""learning"",""catalog""]",established_format,novelty_review,0,,,[],Use a distinct unpublished approved evergreen episode; otherwise skip this slot.,Use the existing template without seasonal claims. Validate learning examples and review actual audio/runtime. A different hero or shuffle alone is not sufficient novelty: approve a meaningful teaching variation or replace with an unpublished approved episode; otherwise skip.,planned,,
